2015,3,3,0
2015,11,23,2
2018,4,6,1
2019,1,1,1
2019,29,40,0
2018,6,10,0
2019,7,11,0
2019,7,8,2
2012,8,56,0
2017,20,43,1
2012,13,56,1
2015,49,161,2
2018,47,82,2
2015,13,39,2
2018,20,25,0
2019,7,7,1
2013,15,42,1
2016,2,8,0
2015,14,34,0
2018,4,15,0
2018,8,14,2
2012,0,2,1
2012,11,24,1
2019,1,1,0
2019,20,27,2
2019,1,2,2
2019,7,8,2
2019,13,-1,2
2012,30,105,2
2017,114,191,1
2016,4,8,0
2019,9,10,1
2019,192,217,1
2018,9,11,1
2019,13,17,1
2012,5,6,1
2018,13,23,0
2012,12,25,2
2019,1,2,1
2016,3,3,2
2012,9,33,1
2014,13,25,1
2015,8,11,1
2019,7,7,0
2019,5,7,2
2013,14,18,0
2018,12,20,1
2012,35,122,2
2019,2,3,0
2016,0,2,0
2013,2,3,0
2019,3,3,2
2019,17,19,2
2018,8,20,2
2013,15,62,2
2018,4,15,0
2018,9,15,0
2018,50,96,2
2015,0,7,1
2017,35,88,2
2015,14,42,0
2014,4,5,2
2015,1,1,2
2016,9,17,0
2015,6,14,2
2018,58,120,2
2018,21,-1,0
2019,18,22,2
2018,33,69,2
2013,26,93,2
2018,3,4,2
2012,9,32,2
2012,3,14,2
2019,16,18,2
2012,15,58,1
2019,115,152,2
2018,3,5,0
2019,6,8,2
2019,16,22,2
2015,3,3,0
2017,10,18,0
2016,6,7,0
2012,14,62,1
2014,20,65,0
2015,2,2,1
2012,3,7,2
2012,3,10,0
2018,1,4,2
2018,6,8,2
2013,5,10,1
2019,36,53,2
2019,5,6,2
2018,2,3,0
2019,1,3,2
2018,21,39,2
2012,37,189,1
2016,7,18,0
2012,29,369,2
2013,21,65,0
2019,3,3,2
2014,4,14,0
2018,43,112,2
2015,10,16,2
2012,13,26,0
2016,44,165,0
2018,8,9,0
2018,19,32,0
2016,53,109,0
2018,53,94,1
2016,12,21,2
2019,10,14,2
2018,4,10,1
2015,0,2,2
2018,12,16,1
2019,7,7,1
2018,44,124,0
2019,56,64,2
2013,4,22,1
2019,6,6,2
2013,13,51,1
2015,6,9,0
2017,30,91,1
2016,16,51,0
2019,4,4,2
2018,12,14,1
2019,23,34,0
2015,4,4,0
2012,0,20,2
2015,12,29,0
2018,32,55,2
2018,11,30,0
2019,25,40,0
2019,4,6,1
2019,6,6,0
2019,5,5,2
2015,10,20,2
2015,4,10,0
2016,2,6,2
2016,9,15,2
2014,8,13,2
2016,16,46,1
2012,14,35,2
2017,9,11,2
2013,3,8,2
2018,5,5,2
2012,7,12,0
2012,18,25,0
2018,14,23,0
2018,48,86,2
2018,16,20,0
2015,3,11,0
2015,50,116,2
2015,20,55,0
2019,30,41,2
2019,9,13,2
2018,26,49,0
2019,1,3,0
2015,20,40,2
2015,261,708,0
2016,4,8,1
2019,10,12,2
2018,6,21,2
2018,6,6,1
2019,14,15,2
2019,38,46,2
2019,17,20,1
2015,14,42,2
2016,6,21,1
2015,15,31,2
2015,3,10,0
2016,3,27,0
2018,24,32,0
2016,11,18,0
2014,3,10,0
2018,16,17,0
2015,5,5,0
2015,2,4,0
2015,17,30,0
2019,3,4,0
2019,7,8,0
2018,26,35,0
2018,3,6,0
2018,2,4,0
2018,8,14,0
2018,22,32,0
2013,9,34,0
2018,13,16,0
2019,35,54,0
2012,2,36,0
2019,4,5,0
2012,8,19,0
2019,2,3,0
2019,29,33,0
2019,2,2,0
2018,35,65,0
2013,14,18,0
2018,13,18,0
2018,28,40,0
2018,3,3,0
2019,6,6,0
2018,34,94,0
2019,2,2,0
2018,5,12,0
2018,9,24,0
2018,15,18,0
2019,5,7,0
2019,12,25,0
2016,18,60,0
2016,10,39,0
2016,13,50,0
2016,16,26,0
2016,14,27,0
2015,32,348,0
2012,11,21,0
2018,15,24,0
2016,9,14,0
2012,24,93,0
2015,73,251,0
2014,68,298,0
2012,91,755,0
2016,221,488,0
2013,10,33,0
2015,76,222,0
2018,21,42,0
2013,9,29,0
2013,5,10,0
2013,5,13,0
2015,1,5,0
2019,11,13,0
2018,4,5,0
2012,1,1,0
2012,18,46,0
2018,51,85,0
2018,12,16,0
2018,62,93,0
2019,3,3,0
2019,13,15,0
2015,6,13,0
2016,13,42,0
2012,13,40,0
2015,5,17,0
2017,19,29,0
2016,3,9,0
2012,3,20,0
2019,11,12,0
2017,2,2,0
2018,4,5,0
2019,16,21,0
2019,4,4,0
2015,9,11,0
2012,5,18,0
2015,20,40,0
2019,3,4,0
2018,8,13,0
2018,9,14,0
2018,9,14,0
2018,14,25,0
2018,12,15,0
2013,11,19,0
2019,1,1,0
2012,4,14,0
2012,0,1,0
2018,0,1,0
2019,4,4,0
2019,3,3,0
2013,22,92,0
2015,5,12,0
2018,37,57,0
2018,1,2,0
2013,7,29,0
2018,25,37,0
2019,8,9,0
2013,2,3,0
2019,5,6,0
2013,13,27,0
2018,8,11,0
2018,38,63,0
2012,2,11,0
2018,12,18,0
2019,2,2,0
2016,1,1,0
2016,3,6,0
2012,10,34,0
2017,15,38,0
2016,15,35,0
2013,6,17,0
2014,19,44,0
2013,9,11,0
2012,13,35,0
2018,75,105,0
2012,0,11,0
2016,9,20,0
2015,8,14,0
2012,10,35,0
2017,6,19,0
2016,12,74,0
2012,7,38,0
2016,21,55,0
2015,18,27,0
2017,4,4,0
2017,18,24,0
2015,1,8,0
2015,12,27,0
2012,4,26,0
2018,4,6,0
2019,11,12,0
2019,1,1,0
2018,1,2,0
2013,1,2,0
2018,129,286,0
2019,107,132,0
2013,9,18,0
2019,4,4,0
2019,9,16,0
2019,8,9,0
2018,4,7,0
2018,1,8,0
2016,4,5,0
2019,13,17,0
2012,20,85,0
2015,5,15,0
2016,9,18,0
2015,19,47,0
2016,2,2,0
2019,14,21,0
2018,3,4,0
2013,2,4,0
2019,9,12,0
2018,4,7,0
2019,1,1,0
2012,4,16,0
2018,12,18,0
2016,0,2,0
2019,15,23,0
2019,6,7,0
2019,3,5,0
2015,40,79,0
2019,4,4,0
2019,13,18,0
2018,7,9,0
2018,25,55,0
2015,80,214,0
2019,40,65,0
2018,17,20,0
2018,3,-1,0
2019,4,5,0
2012,9,29,0
2019,47,66,0
2018,5473,8939,0
2018,20,32,0
2019,61,94,0
2012,6,13,0
2019,17,20,0
2017,5,10,0
2015,64,135,0
2016,13,108,0
2015,2,3,0
2016,0,1,0
2012,0,2,0
2019,1,1,0
2016,3,8,0
2015,27,87,0
2014,25,132,0
2018,0,1,0
2012,33,78,0
2012,17,57,0
2015,16,23,0
2012,2,19,0
2013,3,5,0
2019,20,23,0
2018,3,3,0
2013,21,65,0
2019,7,8,0
2018,22,29,0
2013,8,18,0
2013,2,50,0
2019,44,66,0
2018,8,12,0
2018,4,5,0
2019,14,17,0
2019,8,10,0
2012,13,30,0
2019,2,2,0
2018,2,2,0
2019,28,34,0
2019,42,54,0
2012,12,26,0
2018,44,68,0
2019,20,27,0
2018,2,4,0
2019,19,21,0
2018,11,18,0
2019,11,13,0
2013,50,450,0
2018,142,217,0
2013,38,334,0
2015,3,11,0
2017,113,207,0
2017,3,3,0
2012,6,22,0
2017,26,48,0
2016,104,218,0
2012,29,118,0
2016,17,40,0
2017,2,2,0
2018,3,4,0
2015,39,87,0
2019,10,10,0
2018,26,34,0
2019,5,5,0
2019,1,1,0
2013,0,3,0
2018,1,1,0
2019,1,1,0
2013,2,16,0
2019,13,18,0
2012,3,4,0
2016,19,25,0
2012,1,18,0
2019,10,12,0
2016,9,15,0
2019,10,14,0
2016,28,41,0
2015,25,57,0
2012,2,17,0
2012,9,11,0
2019,7,9,0
2018,3,8,0
2016,8,28,0
2019,23,27,0
2019,15,15,0
2017,37,52,0
2012,10,33,0
2019,6,7,0
2019,59,71,0
2012,1,9,0
2015,5,27,0
2016,2,4,0
2015,1,1,0
2017,10,29,0
2018,50,29,0
2019,7,7,0
2019,12,14,0
2019,4,6,0
2018,58,99,0
2019,3,3,0
2018,57,94,0
2019,14,18,0
2019,1,2,0
2018,2,4,0
2018,60,81,0
2019,2,2,0
2012,1,4,0
2019,29,36,0
2018,29,63,0
2018,1,2,0
2019,65,76,0
2019,2,3,0
2019,30,42,0
2012,1,12,0
2018,5,102,0
2019,68,104,0
2012,9,48,0
2013,34,266,0
2012,25,119,0
2018,46,72,0
2015,4,4,0
2016,187,536,0
2015,33,78,0
2018,6,6,0
2016,13,41,0
2014,28,104,0
2016,18,24,0
2015,4,11,0
2015,8,10,0
2016,7,15,0
2016,2,4,0
2016,13,29,0
2016,18,23,0
2012,12,52,0
2013,11,47,0
2015,6,16,0
2016,7,12,0
2012,3,13,0
2013,6,8,0
2014,161,643,0
2018,28,33,0
2012,11,37,0
2016,10,17,0
2016,1,1,0
2013,1,1,0
2013,14,18,0
2018,33,46,0
2013,13,18,0
2019,6,6,0
2019,161,230,0
2019,20,32,0
2019,17,20,0
2018,1,2,0
2019,6,6,0
2018,32,45,0
2018,2,2,0
2019,12,9,0
2018,11,18,0
2019,13,15,0
2018,3,3,0
2018,5,8,0
2015,5,12,0
2019,52,62,0
2012,1,4,0
2019,1,1,0
2015,2,25,0
2015,0,1,0
2017,1,2,0
2012,3,13,0
2017,4,4,0
2015,1,3,0
2019,24,37,0
2018,52,74,0
2015,6,17,0
2015,39,87,0
2019,3,6,0
2018,5,6,0
2019,7,11,0
2013,3,3,0
2019,1,2,0
2018,38,83,0
2018,2,2,0
2018,64,114,0
2012,8,14,0
2018,1,2,0
2012,3,13,0
2012,3,19,0
2012,8,26,0
2012,56,243,0
2019,14,16,0
2012,1,5,0
2013,26,58,0
2018,9,11,0
2018,1,1,0
2019,2,2,0
2013,6,11,0
2018,6,13,0
2019,18,23,0
2018,19,28,0
2013,18,41,0
2018,2,4,0
2019,13,19,0
2018,10,15,0
2015,11,32,0
2018,15,19,0
2018,6,6,0
2012,1,6,0
2016,162,452,0
2019,27,52,0
2012,6,11,0
2016,81,412,0
2019,8,15,0
2016,10,37,0
2019,10,15,0
2013,5,8,0
2019,6,7,0
2018,33,58,0
2013,9,15,0
2019,3,4,0
2018,249,404,0
2018,4,7,0
2013,4,7,0
2013,4,6,0
2018,17,28,0
2019,4,5,0
2018,5,5,0
2012,6,12,0
2019,22,28,0
2019,32,39,0
2015,3,18,0
2015,1,6,0
2018,7,10,0
2015,33,63,0
2016,42,96,0
2017,1,2,0
2014,4,8,0
2018,54,82,0
2017,4,4,0
2017,4,6,0
2015,7,11,0
2016,6,14,0
2016,11,25,0
2018,2,2,0
2016,46,95,0
2014,25,94,0
2016,0,4,0
2018,5,5,0
2019,1,1,0
2019,17,19,0
2012,7,16,0
2018,42,58,0
2019,3,4,0
2012,8,19,0
2019,28,43,0
2018,2,5,0
2019,65,81,0
2019,10,12,0
2019,7,10,0
2019,20,33,0
2018,12,18,0
2013,5,6,0
2016,5,5,0
2015,30,76,0
2012,4,7,0
2019,6,8,0
2019,12,17,0
2018,27,65,0
2018,9,13,0
2018,1,2,0
2015,24,84,0
2019,3,3,0
2019,1,1,0
2019,12,18,0
2013,23,25,0
2019,52,72,0
2018,41,73,0
2018,251,365,0
2018,41,57,0
2012,17,92,0
2016,8,11,0
2018,17,23,0
2012,6,40,0
2018,6,9,0
2019,1,1,0
2016,120,266,0
2013,2,16,0
2019,20,23,0
2018,7,12,0
2019,2,2,0
2018,21,30,0
2019,6,6,0
2019,15,17,0
2019,27,39,0
2019,6,6,0
2012,15,51,0
2019,13,18,0
2019,8,13,0
2018,16,24,0
2019,8,10,0
2018,2,2,0
2016,1,3,0
2015,52,107,0
2012,6,10,0
2015,4,13,0
2015,36,70,0
2016,29,62,0
2015,5,29,0
2013,15,35,0
2016,20,38,0
2016,1,1,0
2019,3,3,0
2018,5,5,0
2019,6,-1,0
2018,47,82,0
2018,5,8,0
2018,18,23,0
2019,26,39,0
2019,19,31,0
2019,5,8,0
2019,28,35,0
2019,28,34,0
2018,13,16,0
2018,124,199,0
2018,8,9,0
2012,7,20,0
2018,4,14,0
2012,0,3,0
2019,2,5,0
2019,31,58,0
2019,4,5,0
2019,78,92,0
2015,3,3,0
2012,59,199,0
2015,18,65,0
2012,1,8,0
2016,48,91,0
2014,7,12,0
2015,7,9,0
2015,15,17,0
2017,191,481,0
2017,2,6,0
2019,60,83,0
2019,544,758,0
2019,30,42,0
2018,24,31,0
2018,3,5,0
2013,11,28,0
2015,2,3,0
2019,1,1,0
2013,8,12,0
2018,5,5,0
2013,0,2,0
2018,79,146,0
2018,6,8,0
2019,9,10,0
2012,0,7,0
2019,26,29,0
2012,4,7,0
2016,51,253,0
2012,1,7,0
2012,18,42,0
2016,41,88,0
2015,29,74,0
2015,21,42,0
2012,8,34,0
2015,1,23,0
2016,48,87,0
2015,20,90,0
2017,14,26,0
2012,8,13,0
2015,9,33,0
2015,5,15,0
2017,5,10,0
2015,3,4,0
2019,9,11,0
2015,4,9,0
2019,14,20,0
2019,10,13,0
2019,50,65,0
2012,5,9,0
2012,4,12,0
2019,9,12,0
2019,4,4,0
2012,2,5,0
2019,9,9,0
2018,16,27,0
2013,10,29,0
2019,48,62,0
2019,10,11,0
2019,10,11,0
2013,12,57,0
2013,3,6,0
2019,18,21,0
2019,1,2,0
2019,12,15,0
2018,7,6553,0
2018,34,51,0
2019,8,8,0
2019,6,9,0
2018,17,23,0
2018,17,64,0
2019,5,5,0
2018,1,1,0
2019,50,6,0
2019,37,53,0
2019,21,24,0
2019,22,34,0
2013,120,734,0
2015,4,11,0
2012,9,30,0
2016,13,43,0
2012,16,119,0
2013,6,34,0
2016,174,375,0
2016,6,9,0
2016,4,4,0
2016,0,4,0
2015,7,22,0
2015,6,8,0
2017,3,4,0
2015,20,32,0
2018,40,60,0
2012,9,21,0
2014,9,15,0
2015,20,49,0
2012,2,8,0
2013,12,23,0
2013,69,169,0
2012,20,172,0
2018,6,14,0
2018,3,8,0
2018,33,59,0
2013,2,3,0
2013,38,112,0
2018,6,9,0
2018,2,3,0
2019,12,15,0
2019,6,9,0
2016,31,67,0
2015,6,11,0
2012,12,28,0
2016,45,79,0
2012,23,84,0
2015,3,4,0
2016,6,28,0
2012,0,1,0
2019,4,9,0
2018,1,3,0
2012,7,12,0
2013,35,120,0
2018,22,25,0
2019,2,6,0
2015,4,8,0
2013,7,16,0
2018,4,4,0
2018,154,331,0
2019,10,17,0
2018,16,28,0
2012,13,45,0
2019,2,2,0
2012,4,11,0
2019,14,17,0
2018,12,19,0
2012,4,12,0
2019,12,14,0
2013,3,13,0
2018,3,9,0
2013,4,6,0
2018,1,3,0
2019,9,9,0
2019,3,3,0
2019,11,14,0
2019,5,5,0
2012,33,108,0
2019,8,8,0
2018,11,14,0
2012,43,77,0
2018,24,43,0
2013,1,2,0
2018,13,4,0
2018,9,11,0
2019,524,702,0
2013,9,18,0
2018,10,18,0
2019,5,5,0
2019,7,13,0
2013,16,41,0
2013,11,37,0
2019,28,42,0
2017,2,2,0
2019,10,10,0
2017,47,77,0
2016,5,14,0
2016,8,13,0
2015,24,48,0
2012,3,6,0
2015,29,141,0
2015,7,49,0
2018,144,258,0
2018,2,3,0
2015,5,6,0
2018,32,55,0
2012,2,14,0
2017,4,10,0
2016,6,15,0
2012,17,23,0
2015,14,43,0
2012,2,4,0
2013,18,46,0
2013,10,23,0
2018,60,81,0
2019,0,1,0
2013,4,5,0
2019,5,8,0
2013,3,5,0
2018,2,5,0
2012,7,19,0
2018,25,44,0
2019,4,6,0
2018,6,8,0
2019,68,85,0
2019,4,4,0
2018,3,4,0
2019,4,4,0
2018,5,9,0
2012,64,153,0
2018,18,29,0
2018,2,4,0
2012,47,267,0
2018,2,3,0
2019,8,-1,0
2018,10,26,0
2018,4,6,0
2019,21,26,0
2019,9,9,0
2013,6,14,0
2019,35,47,0
2018,7,15,0
2018,49,107,0
2019,3,3,0
2019,2,3,0
2016,8,19,0
2016,65,100,0
2012,13,39,0
2018,3,4,0
2016,6,8,0
2016,6,9,0
2016,3,6,0
2018,139,333,0
2018,6,8,0
2018,3,6,0
2018,33,70,0
2019,86,116,0
2019,2,5,0
2019,9,14,0
2018,3,4,0
2019,3,4,0
2018,24,39,0
2015,45,81,0
2013,5,17,0
2019,4,5,0
2019,35,39,0
2015,20,32,0
2013,20,63,0
2019,72,114,0
2019,4,7,0
2019,36,57,0
2019,3,3,0
2015,12,31,0
2012,24,102,0
2019,2,2,0
2015,3,10,0
2019,56,78,0
2012,11,20,0
2015,5,15,0
2016,6,18,0
2015,6,7,0
2016,44,102,0
2019,15,20,0
2019,3,4,0
2018,4,5,0
2016,37,92,0
2018,18,37,0
2012,15,93,0
2016,32,44,0
2012,1,2,0
2019,26,35,0
2019,9,11,0
2019,18,24,0
2019,19,22,0
2013,3,9,0
2018,6,13,0
2018,158,316,0
2019,7,8,0
2018,6,11,0
2018,42,68,0
2019,2,6,0
2019,142,171,0
2018,131,13,0
2019,1,1,0
2019,7,9,0
2019,0,1,0
2013,24,53,0
2019,5,7,0
2018,0,2,0
2018,18,27,0
2019,56,74,0
2013,11,44,0
2013,2,8,0
2018,32,43,0
2018,1,3,0
2018,4,13,0
2018,64,92,0
2018,10,16,0
2019,1,1,0
2012,8,16,0
2019,1,1,0
2019,36,59,0
2012,0,2,0
2016,11,21,0
2016,9,22,0
2016,11,26,0
2012,13,33,0
2016,47,82,0
2012,8,13,0
2015,5,5,0
2019,18,29,0
2012,35,152,0
2018,4,5,0
2012,4,27,0
2019,37,49,0
2019,20,23,0
2016,46,190,0
2019,23,31,0
2018,35,76,0
2018,4,9,0
2019,2,2,0
2013,7,22,0
2016,4,6,0
2018,1034,2459,0
2018,69,133,0
2018,60,101,0
2016,221,563,0
2013,145,630,0
2017,19,51,0
2017,19,24,0
2015,18,30,0
2017,17,69,0
2016,40,72,0
2016,59,126,0
2015,2,10,0
2018,42,82,0
2015,22,50,0
2018,3,3,0
2019,13,14,0
2019,8,11,0
2018,9,14,0
2019,102,164,0
2018,8,9,0
2018,7,11,0
2012,9,17,0
2019,12,16,0
2018,4,6,0
2019,3,4,0
2013,3,5,0
2018,34,58,0
2019,1,2,0
2018,3,5,0
2019,53,73,0
2013,6,7,0
2018,5,8,0
2019,5,6,0
2013,93,358,0
2018,18,21,0
2019,25,29,0
2013,7,18,0
2019,3,5,0
2012,6,16,0
2019,4,4,0
2018,9,13,0
2019,7,7,0
2012,16,187,0
2019,2,4,0
2018,7,13,0
2018,10,22,0
2018,3,3,0
2018,32,36,0
2016,106,423,0
2014,10,15,0
2012,11,56,0
2014,7,24,0
2018,36,93,0
2015,3,8,0
2012,3,50,0
2012,16,43,0
2016,21,41,0
2012,1,3,0
2016,4,10,0
2019,11,15,0
2019,2,2,0
2012,4,5,0
2016,9,28,0
2012,5,11,0
2019,21,23,0
2012,28,60,0
2019,253,348,0
2019,11,12,0
2013,13,29,0
2018,133,192,0
2015,15,34,0
2013,25,43,0
2018,12,19,0
2013,12,59,0
2018,0,5,0
2018,69,105,0
2018,20,73,0
2019,8,12,0
2019,52,94,0
2019,11,13,0
2019,24,35,0
2013,8,23,0
2019,7,13,0
2018,4,7,0
2019,6,7,0
2013,120,894,0
2018,109,232,0
2016,246,499,0
2019,17,22,0
2019,4,4,0
2018,63,75,0
2012,19,58,0
2019,11,12,0
2019,8,10,0
2019,4,4,0
2015,2,4,0
2015,1,2,0
2019,14,16,0
2017,27,48,0
2017,1,2,0
2016,16,35,0
2012,3,14,0
2015,23,101,0
2017,36,131,0
2016,5,14,0
2015,6,19,0
2016,84,304,0
2018,27,42,0
2019,2,3,0
2018,21,31,0
2019,30,36,0
2019,138,161,0
2019,34,43,0
2018,15,46,0
2018,183,398,0
2018,4,4,0
2019,2,2,0
2018,56,93,0
2016,15,39,0
2013,0,1,0
2015,1,2,0
2016,34,131,0
2012,37,212,0
2013,82,302,0
2015,13,56,0
2016,21,51,0
2015,4,5,0
2015,2,4,0
2016,5,8,0
2018,6,8,0
2015,12,25,0
2015,20,75,0
2018,23,45,0
2015,4,9,0
2015,4,5,0
2018,3,4,0
2018,5,6,0
2012,26,227,0
2019,66,87,0
2012,16,61,0
2019,1,2,0
2019,26,32,0
2018,8,15,0
2013,13,73,0
2013,11,16,0
2019,3,3,0
2018,21,28,0
2012,14,33,0
2018,52,116,0
2019,10,17,0
2013,2,4,0
2012,4,19,0
2019,10,11,0
2012,13,19,0
2018,2,4,0
2019,38,52,0
2018,0,2,0
2019,29,34,0
2019,1,2,0
2012,5,13,0
2019,3,3,0
2012,6,159,0
2015,24,41,0
2012,10,53,0
2016,32,176,0
2016,5,14,0
2015,4,12,0
2019,46,58,0
2012,24,84,0
2016,18,70,0
2017,2,3,0
2017,1,1,0
2016,35,125,0
2019,5,8,0
2018,25,40,0
2013,6,18,0
2013,2,3,0
2013,13,48,0
2019,1,1,0
2019,21,26,0
2013,20,153,0
2018,3,4,0
2012,8,22,0
2018,17,27,0
2019,1,1,0
2019,1,2,0
2016,13,24,0
2016,1,6,0
2016,28,92,0
2015,5,28,0
2013,22,85,0
2019,6,7,0
2019,166,216,0
2018,19,26,0
2019,21,26,0
2018,31,43,0
2018,7,10,0
2019,3,4,0
2018,3,5,0
2019,3,-1,0
2018,6,7,0
2018,8,9,0
2018,15,30,0
2019,48,60,0
2012,14,39,0
2019,2,2,0
2019,2,2,0
2012,1,6,0
2018,3,4,0
2012,1,4,0
2019,67,90,0
2013,7,20,0
2012,3,18,0
2019,14,15,0
2019,19,22,0
2018,6,7,0
2016,6,16,0
2017,2,3,0
2015,4,7,0
2018,9,15,0
2012,15,64,0
2019,1,1,0
2015,2,4,0
2017,15,22,0
2016,9,31,0
2015,15,35,0
2015,37,142,0
2016,4,6,0
2012,1,1,0
2013,14,23,0
2015,14,17,0
2019,1,1,0
2019,7,13,0
2018,2,2,0
2019,0,1,0
2013,10,32,0
2013,20,108,0
2018,63,86,0
2019,2,2,0
2018,16,2,0
2019,55,70,0
2019,3,3,0
2019,15,17,0
2018,1,1,0
2019,8,9,0
2018,30,51,0
2018,1,1,0
2019,2,2,0
2018,3,10,0
2013,2,6,0
2018,55,114,0
2019,18,23,0
2019,16,17,0
2012,4,14,0
2016,36,82,0
2018,4,13,0
2013,9,24,0
2018,171,355,0
2018,7,16,0
2016,13,30,0
2015,4,6,0
2012,208,1308,0
2016,39,57,0
2012,9,80,0
2015,30,90,0
2016,370,1741,0
2018,2,2,0
2019,13,18,0
2019,58,75,0
2012,5,18,0
2018,3,4,0
2018,13,23,0
2019,24,32,0
2013,1,6,0
2019,6,6,0
2013,40,132,0
2016,7,11,0
2017,1,3,0
2015,15,33,0
2015,18,33,0
2012,22,68,0
2016,86,133,0
2015,3,12,0
2016,1,1,0
2016,45,197,0
2016,1074,9012,0
2015,11,20,0
2014,4,5,0
2016,65,263,0
2018,3,4,0
2015,2,10,0
2018,13,22,0
2016,77,168,0
2017,14,22,0
2013,4,8,0
2019,30,38,0
2018,1,4,0
2018,50,85,0
2013,20,44,0
2019,5,9,0
2013,14,30,0
2018,33,47,0
2018,14,28,0
2018,1,3,0
2019,9,12,0
2019,4,5,0
2012,3,4,0
2017,2,5,0
2012,20,65,0
2016,5,7,0
2015,47,114,0
2016,7,20,0
2017,8,9,0
2017,8,10,0
2015,13,89,0
2019,23,34,0
2019,8,8,0
2019,3,3,0
2019,16,20,0
2018,4,9,0
2019,24,38,0
2012,6,8,0
2013,13,42,0
2019,6,10,0
2018,23,46,0
2013,18,51,0
2018,17,31,0
2019,12,16,0
2013,12,28,0
2018,7,11,0
2019,5,7,0
2018,1,4,0
2018,223,394,0
2018,19,38,0
2019,9,10,0
2018,31,53,0
2019,7,8,0
2016,15,32,0
2019,7,10,0
2013,5,12,0
2019,15,17,0
2019,16,27,0
2019,1,1,0
2019,10,11,0
2019,10,14,0
2012,15,36,0
2019,11,11,0
2013,3,4,0
2019,0,1,0
2019,5,6,0
2013,16,64,0
2016,7,14,0
2016,21,35,0
2015,5,27,0
2012,6,14,0
2019,5,5,0
2016,3,4,0
2012,1,5,0
2019,1,2,0
2018,60,2,0
2019,34,42,0
2019,17,20,0
2013,20,47,0
2018,21,40,0
2012,16,74,0
2019,71,101,0
2018,10,13,0
2018,8,9,0
2019,12,19,0
2018,5,9,0
2018,3,7,0
2018,2,3,0
2019,6,7,0
2015,7,7,0
2015,7,13,0
2015,7,11,0
2015,8,12,0
2016,73,165,0
2018,14,17,0
2015,18,53,0
2016,29,68,0
2013,10,25,0
2015,27,99,0
2016,14,30,0
2015,7,17,0
2012,11,23,0
2016,15,27,0
2016,0,5,0
2019,1,3,0
2019,28,34,0
2012,2,11,0
2019,3,3,0
2019,39,49,0
2012,7,18,0
2019,9,12,0
2019,27,30,0
2018,5,12,0
2013,8,12,0
2019,6,8,0
2019,14,16,0
2012,3,8,0
2018,19,21,0
2012,9,19,0
2018,3,8,0
2018,0,1,0
2019,19,21,0
2018,0,1,0
2019,11,16,0
2019,14,16,0
2019,1,1,0
2018,19,39,0
2019,38,45,0
2018,4,18,0
2013,2,5,0
2018,13,24,0
2019,0,1,0
2019,36,60,0
2019,2,2,0
2016,60,144,0
2012,6,24,0
2016,3,8,0
2019,10,11,0
2019,3,4,0
2018,7,18,0
2015,11,16,0
2019,11,12,0
2012,1,1,0
2019,9,10,0
2012,1,1,0
2016,7,8,0
2012,12,31,0
2015,24,70,0
2012,16,34,0
2015,14,35,0
2017,1,4,0
